postId,title,slug,pageUrl,postedAt,baseScore,voteCount,commentCount,finalReviewVoteScoreHighKarma,year
DEcHdGwgfziPv6p6a,Is asymptomatic transmission less common after vaccination?,is-asymptomatic-transmission-less-common-after-vaccination,https://www.lesswrong.com/posts/DEcHdGwgfziPv6p6a/is-asymptomatic-transmission-less-common-after-vaccination,2022-02-02T20:53:42.188Z,8,3,1,0,2022
ApLnWjgMwBTJt6buC,Thoughts on AGI safety from the top,thoughts-on-agi-safety-from-the-top,https://www.lesswrong.com/posts/ApLnWjgMwBTJt6buC/thoughts-on-agi-safety-from-the-top,2022-02-02T20:06:06.161Z,36,15,3,0,2022
hAn2ReoaiEtCcsurT,Good books about overcoming coordination problems?,good-books-about-overcoming-coordination-problems,https://www.lesswrong.com/posts/hAn2ReoaiEtCcsurT/good-books-about-overcoming-coordination-problems,2022-02-02T19:09:37.815Z,22,13,14,0,2022
B4uP36GT7xercMNxg,February 2022 Open Thread,february-2022-open-thread,https://www.lesswrong.com/posts/B4uP36GT7xercMNxg/february-2022-open-thread,2022-02-02T18:38:28.703Z,17,5,54,0,2022
TSaJ9Zcvc3KWh3bjX,Voting Results for the 2020 Review,voting-results-for-the-2020-review,https://www.lesswrong.com/posts/TSaJ9Zcvc3KWh3bjX/voting-results-for-the-2020-review,2022-02-02T18:37:32.139Z,108,37,17,0,2022
fdFZqmyQBJvx7d5j6,How would you go about testing a political theory like Neofeudalism?,how-would-you-go-about-testing-a-political-theory-like,https://www.lesswrong.com/posts/fdFZqmyQBJvx7d5j6/how-would-you-go-about-testing-a-political-theory-like,2022-02-02T17:09:05.354Z,3,2,6,0,2022
yGDWpFBDh5xE8uhd3,An Experiment in Habit Changing - 5 Week Retrospective,an-experiment-in-habit-changing-5-week-retrospective,https://www.lesswrong.com/posts/yGDWpFBDh5xE8uhd3/an-experiment-in-habit-changing-5-week-retrospective,2022-02-02T17:00:39.047Z,32,20,9,0,2022
ZmxkmCjXJBpwJkgrw,Competitive programming with AlphaCode,competitive-programming-with-alphacode,https://www.lesswrong.com/posts/ZmxkmCjXJBpwJkgrw/competitive-programming-with-alphacode,2022-02-02T16:49:09.443Z,58,32,36,0,2022
wBHSYwqssBGCnwvHg,[Intro to brain-like-AGI safety] 2. “Learning from scratch” in the brain,intro-to-brain-like-agi-safety-2-learning-from-scratch-in,https://www.lesswrong.com/posts/wBHSYwqssBGCnwvHg/intro-to-brain-like-agi-safety-2-learning-from-scratch-in,2022-02-02T13:22:58.562Z,57,28,12,0,2022
h9hQj43Gd9m3mCwaX,Are there alternative routes to variolate COVID instead of the respiratory tract?,are-there-alternative-routes-to-variolate-covid-instead-of,https://www.lesswrong.com/posts/h9hQj43Gd9m3mCwaX/are-there-alternative-routes-to-variolate-covid-instead-of,2022-02-02T10:45:17.465Z,3,1,3,0,2022
ip5jhbsirDY9Guywd,Help me understand the rationale of the NIH to not recommend Fluvoxamine for COVID treatment.,help-me-understand-the-rationale-of-the-nih-to-not-recommend,https://www.lesswrong.com/posts/ip5jhbsirDY9Guywd/help-me-understand-the-rationale-of-the-nih-to-not-recommend,2022-02-02T10:23:36.309Z,17,5,1,0,2022
jsfdJzBh8tvgSWrus,Autopilot Ethics And The Illusory Self,autopilot-ethics-and-the-illusory-self,https://www.lesswrong.com/posts/jsfdJzBh8tvgSWrus/autopilot-ethics-and-the-illusory-self,2022-02-02T10:11:16.215Z,9,7,5,0,2022
hbmsW2k9DxED5Z4eJ,Impossibility results for unbounded utilities,impossibility-results-for-unbounded-utilities,https://www.lesswrong.com/posts/hbmsW2k9DxED5Z4eJ/impossibility-results-for-unbounded-utilities,2022-02-02T03:52:18.780Z,165,58,109,25.600000381469727,2022
9dmndC4NQqwnSyCQQ,Solar Snow Redirector?,solar-snow-redirector,https://www.lesswrong.com/posts/9dmndC4NQqwnSyCQQ/solar-snow-redirector,2022-02-02T02:20:05.925Z,12,3,3,0,2022
ekFMGpsfhfWQzMW2h,Empirical Findings Generalize Surprisingly Far,empirical-findings-generalize-surprisingly-far,https://www.lesswrong.com/posts/ekFMGpsfhfWQzMW2h/empirical-findings-generalize-surprisingly-far,2022-02-01T22:30:19.142Z,46,20,1,1,2022
aiWtmZgtnqxctLcox,Is there a better choice than "Stop After Win" (or does double-checking lead to failure loops)?,is-there-a-better-choice-than-stop-after-win-or-does-double,https://www.lesswrong.com/posts/aiWtmZgtnqxctLcox/is-there-a-better-choice-than-stop-after-win-or-does-double,2022-02-01T20:33:05.504Z,11,5,12,0,2022
wG6GQ7NpdBFsHgA6y,2022 ACX Predictions: Buy/Sell/Hold,2022-acx-predictions-buy-sell-hold,https://www.lesswrong.com/posts/wG6GQ7NpdBFsHgA6y/2022-acx-predictions-buy-sell-hold,2022-02-01T20:30:02.348Z,30,7,2,0,2022
sQhHJnMmqgTJsjxec,Revisiting Brave New World Revisited (Chapter 3),revisiting-brave-new-world-revisited-chapter-3,https://www.lesswrong.com/posts/sQhHJnMmqgTJsjxec/revisiting-brave-new-world-revisited-chapter-3,2022-02-01T17:17:39.923Z,5,3,0,0,2022
3JfhAiDpu8XD5AgrE,Before Colour TV, People Dreamed in Black and White,before-colour-tv-people-dreamed-in-black-and-white,https://www.lesswrong.com/posts/3JfhAiDpu8XD5AgrE/before-colour-tv-people-dreamed-in-black-and-white,2022-02-01T12:50:30.151Z,57,38,24,0,2022
KhwLtJXoAhqfmguzh,SIA becomes SSA in the multiverse,sia-becomes-ssa-in-the-multiverse,https://www.lesswrong.com/posts/KhwLtJXoAhqfmguzh/sia-becomes-ssa-in-the-multiverse,2022-02-01T11:31:33.453Z,7,4,35,0,2022
K4CyrGnRnkwpcn5u4,Bay Area Rationalists Field Day,bay-area-rationalists-field-day,https://www.lesswrong.com/events/K4CyrGnRnkwpcn5u4/bay-area-rationalists-field-day,2022-02-01T02:45:16.648Z,4,2,0,0,2022
dBKuuTHFLmen4jy4q,2+2: Ontological Framework,2-2-ontological-framework,https://www.lesswrong.com/posts/dBKuuTHFLmen4jy4q/2-2-ontological-framework,2022-02-01T01:07:00.397Z,-15,7,2,0,2022
eMTifnJFa6uJQDemc,Immune, In a Nutshell,immune-in-a-nutshell,https://www.lesswrong.com/posts/eMTifnJFa6uJQDemc/immune-in-a-nutshell,2022-01-31T23:07:38.352Z,51,20,4,1,2022
d9aeT3RsbZ95cHgHw,Meaning of Words - An Exercise for Active Thinking,meaning-of-words-an-exercise-for-active-thinking,https://www.lesswrong.com/posts/d9aeT3RsbZ95cHgHw/meaning-of-words-an-exercise-for-active-thinking,2022-01-31T20:18:38.040Z,13,8,0,0,2022
5iZTwGHv2tNfFmeDa,On infinite ethics,on-infinite-ethics,https://www.lesswrong.com/posts/5iZTwGHv2tNfFmeDa/on-infinite-ethics,2022-01-31T07:04:44.244Z,124,74,70,14,2022
bGDk58fPYQK7pRHvS,Design policy to be testable,design-policy-to-be-testable,https://www.lesswrong.com/posts/bGDk58fPYQK7pRHvS/design-policy-to-be-testable,2022-01-31T06:04:53.887Z,40,24,17,0,2022
hpjou9ZnLZkSJR7sd,Reflections on six months of fatherhood,reflections-on-six-months-of-fatherhood,https://www.lesswrong.com/posts/hpjou9ZnLZkSJR7sd/reflections-on-six-months-of-fatherhood,2022-01-31T05:28:09.154Z,384,246,24,23.600000381469727,2022
54iqjrnQEfTu5iAm6,How do I find Likelihoods and Prior probabilities for Complete blood count (CBC) values for cats?,how-do-i-find-likelihoods-and-prior-probabilities-for,https://www.lesswrong.com/posts/54iqjrnQEfTu5iAm6/how-do-i-find-likelihoods-and-prior-probabilities-for,2022-01-31T05:11:58.440Z,1,1,0,0,2022
njQENtG6Hnn9AGSXS,What do we mean when we say the brain computes?,what-do-we-mean-when-we-say-the-brain-computes,https://www.lesswrong.com/posts/njQENtG6Hnn9AGSXS/what-do-we-mean-when-we-say-the-brain-computes,2022-01-31T03:33:48.978Z,3,2,5,0,2022
8B4MautAsyA8TMAsw,South Bay ACX/LW Meetup,south-bay-acx-lw-meetup,https://www.lesswrong.com/events/8B4MautAsyA8TMAsw/south-bay-acx-lw-meetup,2022-01-31T00:57:43.732Z,11,3,1,0,2022
27hrcyr3eqPFyNR8d,Career Day: A Short Story,career-day-a-short-story,https://www.lesswrong.com/posts/27hrcyr3eqPFyNR8d/career-day-a-short-story,2022-01-30T22:22:03.029Z,12,8,0,0,2022
fYhH4S8LYXBPpc7N5,Can we grow cars instead of building them?,can-we-grow-cars-instead-of-building-them,https://www.lesswrong.com/posts/fYhH4S8LYXBPpc7N5/can-we-grow-cars-instead-of-building-them,2022-01-30T21:05:02.351Z,10,8,4,0,2022
ReMCbdku7NoPrAdKT,Infant Talk boxes?,infant-talk-boxes,https://www.lesswrong.com/posts/ReMCbdku7NoPrAdKT/infant-talk-boxes,2022-01-30T18:20:05.780Z,10,2,3,0,2022
qgm3u5XZLGkKp8W8b,Retrospective forecasting,retrospective-forecasting,https://www.lesswrong.com/posts/qgm3u5XZLGkKp8W8b/retrospective-forecasting,2022-01-30T16:38:17.723Z,21,12,6,0,2022
EGKqcjhF44ga9Hhrd,Where can I read about the Roko's Basilisk drama?,where-can-i-read-about-the-roko-s-basilisk-drama,https://www.lesswrong.com/posts/EGKqcjhF44ga9Hhrd/where-can-i-read-about-the-roko-s-basilisk-drama,2022-01-30T16:29:40.732Z,-8,10,19,0,2022
DDoGFk3sAFZtR2Cr6,I Am a Dimensional Traveller from a World of Highly Sensitive Rationalists,i-am-a-dimensional-traveller-from-a-world-of-highly,https://www.lesswrong.com/posts/DDoGFk3sAFZtR2Cr6/i-am-a-dimensional-traveller-from-a-world-of-highly,2022-01-30T13:00:25.655Z,34,18,19,0,2022
vnwpRreuboRBQ4A65,Knowledge Localization: Tentatively Positive Results on OCR,knowledge-localization-tentatively-positive-results-on-ocr,https://www.lesswrong.com/posts/vnwpRreuboRBQ4A65/knowledge-localization-tentatively-positive-results-on-ocr,2022-01-30T11:57:19.151Z,7,2,0,0,2022
bmrrKbKTBkg5MxtRB,Cheerful Harberger Day,cheerful-harberger-day,https://www.lesswrong.com/events/bmrrKbKTBkg5MxtRB/cheerful-harberger-day,2022-01-30T07:17:28.645Z,29,14,4,0,2022
dgJQqop84g2kDnzbw,How would you learn absolute pitch?,how-would-you-learn-absolute-pitch,https://www.lesswrong.com/posts/dgJQqop84g2kDnzbw/how-would-you-learn-absolute-pitch,2022-01-29T23:26:42.368Z,5,4,21,0,2022
6gimcnfapmp3ZAEjG,Deconfusing Deception,deconfusing-deception,https://www.lesswrong.com/posts/6gimcnfapmp3ZAEjG/deconfusing-deception,2022-01-29T16:43:53.750Z,26,11,6,0,2022
w47gk8vHXn6DzNddP,The Map of the Map,the-map-of-the-map,https://www.lesswrong.com/posts/w47gk8vHXn6DzNddP/the-map-of-the-map,2022-01-29T10:03:13.527Z,7,5,7,0,2022
xmwt5fXReBAQCqTix,Crypto low risk profits ,crypto-low-risk-profits,https://www.lesswrong.com/posts/xmwt5fXReBAQCqTix/crypto-low-risk-profits,2022-01-29T04:52:55.256Z,-6,15,3,0,2022
xq9Ai6hsijEtjkraZ,Mildly Photochromic Lenses?,mildly-photochromic-lenses,https://www.lesswrong.com/posts/xq9Ai6hsijEtjkraZ/mildly-photochromic-lenses,2022-01-29T02:30:06.232Z,10,2,9,0,2022
fAEuzSj55Bcfxs73B,Book notes: "The Origins of You: How Childhood Shapes Later Life",book-notes-the-origins-of-you-how-childhood-shapes-later,https://www.lesswrong.com/posts/fAEuzSj55Bcfxs73B/book-notes-the-origins-of-you-how-childhood-shapes-later,2022-01-28T20:00:56.056Z,30,15,8,0,2022
yjY9sGacjSknXrcGh,Advertising as a Parasite on the Semantic Commons,advertising-as-a-parasite-on-the-semantic-commons,https://www.lesswrong.com/posts/yjY9sGacjSknXrcGh/advertising-as-a-parasite-on-the-semantic-commons,2022-01-28T17:38:36.340Z,34,25,14,0,2022
vtPRr5ozBkezCZB7w,Newcomb's Grandfather,newcomb-s-grandfather,https://www.lesswrong.com/posts/vtPRr5ozBkezCZB7w/newcomb-s-grandfather,2022-01-28T08:56:53.417Z,5,3,29,0,2022
ScqWBr8mxy32PzoDz,2020 Review: Final Voting,2020-review-final-voting,https://www.lesswrong.com/posts/ScqWBr8mxy32PzoDz/2020-review-final-voting,2022-01-28T03:39:59.606Z,34,11,8,0,2022
AFSxExD7w9HxGjjrj,How A Highly Sensitive Person Sees Words,how-a-highly-sensitive-person-sees-words,https://www.lesswrong.com/posts/AFSxExD7w9HxGjjrj/how-a-highly-sensitive-person-sees-words,2022-01-28T03:16:10.876Z,8,4,0,0,2022
ppC4sbedqtJzRYZ4z,The Skill of Writing Facetiously,the-skill-of-writing-facetiously,https://www.lesswrong.com/posts/ppC4sbedqtJzRYZ4z/the-skill-of-writing-facetiously,2022-01-27T22:44:10.356Z,4,2,2,0,2022
MHKDGEFgrqaHSKonE,A little game theory on discursive conflict,a-little-game-theory-on-discursive-conflict,https://www.lesswrong.com/posts/MHKDGEFgrqaHSKonE/a-little-game-theory-on-discursive-conflict,2022-01-27T21:19:42.286Z,9,6,3,0,2022
uJunQdy3bvbk24noa,What happened when I applied metrics to my piano practice (a five-part essay about the process of learning),what-happened-when-i-applied-metrics-to-my-piano-practice-a,https://www.lesswrong.com/posts/uJunQdy3bvbk24noa/what-happened-when-i-applied-metrics-to-my-piano-practice-a,2022-01-27T20:45:06.367Z,50,34,11,0,2022
2sGZQYytKdwXoZG3L,Forecasting Newsletter: Looking back at 2021,forecasting-newsletter-looking-back-at-2021,https://www.lesswrong.com/posts/2sGZQYytKdwXoZG3L/forecasting-newsletter-looking-back-at-2021,2022-01-27T20:08:16.038Z,57,22,6,0,2022
ntgTXq5F7HSxNJhaL,Covid 1/27/22: Let My People Go,covid-1-27-22-let-my-people-go,https://www.lesswrong.com/posts/ntgTXq5F7HSxNJhaL/covid-1-27-22-let-my-people-go,2022-01-27T17:00:01.543Z,49,32,24,0,2022
yk5iRtFKesLe6i6sE,Newcomb's Lottery Problem,newcomb-s-lottery-problem,https://www.lesswrong.com/posts/yk5iRtFKesLe6i6sE/newcomb-s-lottery-problem,2022-01-27T16:28:11.609Z,1,2,9,0,2022
oqzasmQ9Lye45QDMZ,Causality, Transformative AI and alignment - part I,causality-transformative-ai-and-alignment-part-i,https://www.lesswrong.com/posts/oqzasmQ9Lye45QDMZ/causality-transformative-ai-and-alignment-part-i,2022-01-27T16:18:57.942Z,14,10,11,0,2022
hWtpqjYXAvFExmAsD,Arguments about Highly Reliable Agent Designs as a Useful Path to Artificial Intelligence Safety,arguments-about-highly-reliable-agent-designs-as-a-useful,https://www.lesswrong.com/posts/hWtpqjYXAvFExmAsD/arguments-about-highly-reliable-agent-designs-as-a-useful,2022-01-27T13:13:11.011Z,27,7,0,0,2022
7oAwa9nX9qfcdo65C,Coping with Undecidability,coping-with-undecidability,https://www.lesswrong.com/posts/7oAwa9nX9qfcdo65C/coping-with-undecidability,2022-01-27T10:31:00.520Z,6,3,13,0,2022
Yim4pToKdHpThkfKk,Ranking Cultures by Rationality,ranking-cultures-by-rationality,https://www.lesswrong.com/posts/Yim4pToKdHpThkfKk/ranking-cultures-by-rationality,2022-01-27T02:25:10.690Z,1,3,5,0,2022
rveMvw5XMoNcu3Koy,Vavilov Day Discussion Post,vavilov-day-discussion-post,https://www.lesswrong.com/posts/rveMvw5XMoNcu3Koy/vavilov-day-discussion-post,2022-01-27T00:26:27.649Z,28,6,28,0,2022
dg5rD7htNywRgzBus,Working through D&D.Sci, problem 3 (solution),working-through-d-and-d-sci-problem-3-solution,https://www.lesswrong.com/posts/dg5rD7htNywRgzBus/working-through-d-and-d-sci-problem-3-solution,2022-01-26T22:18:01.578Z,12,4,2,0,2022
7SNGrmGSZvoca44GQ,Event: Moral Foundations of Progress Studies, March 4–6 at UT Austin,event-moral-foundations-of-progress-studies-march-4-6-at-ut,https://www.lesswrong.com/posts/7SNGrmGSZvoca44GQ/event-moral-foundations-of-progress-studies-march-4-6-at-ut,2022-01-26T21:57:16.932Z,15,5,2,0,2022
AanEoLM8uvgg6AcMT,Luna Lovegood and the Fidelius Curse - Part 3,luna-lovegood-and-the-fidelius-curse-part-3,https://www.lesswrong.com/posts/AanEoLM8uvgg6AcMT/luna-lovegood-and-the-fidelius-curse-part-3,2022-01-26T20:56:41.415Z,36,22,0,0,2022
jd3JRsnrqTAsYaJaC,Freudianism among the 17th century Wendat,freudianism-among-the-17th-century-wendat,https://www.lesswrong.com/posts/jd3JRsnrqTAsYaJaC/freudianism-among-the-17th-century-wendat,2022-01-26T18:15:32.042Z,9,3,0,0,2022
jQLFdobJ4ctEzbsXw,Disambiguating the ‘Observable Universe’,disambiguating-the-observable-universe,https://www.lesswrong.com/posts/jQLFdobJ4ctEzbsXw/disambiguating-the-observable-universe,2022-01-26T16:50:17.435Z,24,11,5,0,2022
4basF9w9jaPZpoC8R,[Intro to brain-like-AGI safety] 1. What's the problem & Why work on it now?,intro-to-brain-like-agi-safety-1-what-s-the-problem-and-why,https://www.lesswrong.com/posts/4basF9w9jaPZpoC8R/intro-to-brain-like-agi-safety-1-what-s-the-problem-and-why,2022-01-26T15:23:22.429Z,149,68,19,10,2022
4hRqoAPTYPeQEiAmD,Ideas for avoiding optimizing the wrong things day-to-day?,ideas-for-avoiding-optimizing-the-wrong-things-day-to-day,https://www.lesswrong.com/posts/4hRqoAPTYPeQEiAmD/ideas-for-avoiding-optimizing-the-wrong-things-day-to-day,2022-01-26T10:46:02.496Z,5,3,1,0,2022
mc2vroppqHsFLDEjh,Aligned AI Needs Slack,aligned-ai-needs-slack,https://www.lesswrong.com/posts/mc2vroppqHsFLDEjh/aligned-ai-needs-slack,2022-01-26T09:29:53.897Z,23,15,10,0,2022
SHokoBXaphaouyrES,Patron Saint Holidays,patron-saint-holidays,https://www.lesswrong.com/posts/SHokoBXaphaouyrES/patron-saint-holidays,2022-01-26T09:26:41.616Z,56,28,13,0,2022
qXFbGzS3Sg2NhrNAu,ELK First Round Contest Winners,elk-first-round-contest-winners,https://www.lesswrong.com/posts/qXFbGzS3Sg2NhrNAu/elk-first-round-contest-winners,2022-01-26T02:56:56.089Z,65,24,6,0,2022
ncQoyxtqmBPLftwYR,ML Systems Will Have Weird Failure Modes,ml-systems-will-have-weird-failure-modes,https://www.lesswrong.com/posts/ncQoyxtqmBPLftwYR/ml-systems-will-have-weird-failure-modes,2022-01-26T01:40:13.134Z,57,17,8,1,2022
FM8syD4gemCBmCouM,Search Is All You Need,search-is-all-you-need,https://www.lesswrong.com/posts/FM8syD4gemCBmCouM/search-is-all-you-need,2022-01-25T23:13:02.047Z,33,27,13,0,2022
Syu2xcyDn7QQ8DFkh,What should a student who is already a decent programmer do over the summer?,what-should-a-student-who-is-already-a-decent-programmer-do,https://www.lesswrong.com/posts/Syu2xcyDn7QQ8DFkh/what-should-a-student-who-is-already-a-decent-programmer-do,2022-01-25T21:25:32.301Z,16,8,8,0,2022
HBisQEDajGwhWirky,How feasible/costly would it be to train a very large AI model on distributed clusters of GPUs?,how-feasible-costly-would-it-be-to-train-a-very-large-ai,https://www.lesswrong.com/posts/HBisQEDajGwhWirky/how-feasible-costly-would-it-be-to-train-a-very-large-ai,2022-01-25T19:20:49.170Z,7,5,4,0,2022
v5xRMDCk3tAA4mgCg,Evaluating 2021 ACX Predictions,evaluating-2021-acx-predictions,https://www.lesswrong.com/posts/v5xRMDCk3tAA4mgCg/evaluating-2021-acx-predictions,2022-01-25T18:30:00.528Z,34,12,11,0,2022
ApeQJxeGFzTwA6zzu,Vavilov Day Starts Tomorrow,vavilov-day-starts-tomorrow,https://www.lesswrong.com/posts/ApeQJxeGFzTwA6zzu/vavilov-day-starts-tomorrow,2022-01-25T18:00:01.643Z,34,16,7,0,2022
4rLb3gT5QwC8vxRsD,Why do we need a NEW philosophy of progress?,why-do-we-need-a-new-philosophy-of-progress,https://www.lesswrong.com/posts/4rLb3gT5QwC8vxRsD/why-do-we-need-a-new-philosophy-of-progress,2022-01-25T17:28:05.313Z,75,38,26,0,2022
bziMz6XCr4Psr2qM3,Long Term Charities: Apply for SFF Funding,long-term-charities-apply-for-sff-funding,https://www.lesswrong.com/posts/bziMz6XCr4Psr2qM3/long-term-charities-apply-for-sff-funding,2022-01-25T17:00:00.718Z,62,15,0,0,2022
qbHLGo5vu8HD3JqEM,Lives of the Cambridge polymath geniuses,lives-of-the-cambridge-polymath-geniuses,https://www.lesswrong.com/posts/qbHLGo5vu8HD3JqEM/lives-of-the-cambridge-polymath-geniuses,2022-01-25T04:45:17.756Z,104,66,40,0,2022
xQk9FQuarr244fmj6,Quest for Holy Grail of Hedging in Retail Portfolios!
,quest-for-holy-grail-of-hedging-in-retail-portfolios,https://www.lesswrong.com/posts/xQk9FQuarr244fmj6/quest-for-holy-grail-of-hedging-in-retail-portfolios,2022-01-25T04:09:45.148Z,0,2,3,0,2022
v2WDJbbbcLi5783ab,Wireless Outlet Switching,wireless-outlet-switching,https://www.lesswrong.com/posts/v2WDJbbbcLi5783ab/wireless-outlet-switching,2022-01-25T02:50:06.131Z,12,4,0,0,2022
tZTqwmtE8BGtcszek,Iterating fast: voice dictation as a form of babble,iterating-fast-voice-dictation-as-a-form-of-babble,https://www.lesswrong.com/posts/tZTqwmtE8BGtcszek/iterating-fast-voice-dictation-as-a-form-of-babble,2022-01-25T00:21:42.383Z,20,17,5,0,2022
qaFXtdv29vacin9v9,Time until graduation as a proxy for picking between (German) universities,time-until-graduation-as-a-proxy-for-picking-between-german,https://www.lesswrong.com/posts/qaFXtdv29vacin9v9/time-until-graduation-as-a-proxy-for-picking-between-german,2022-01-24T18:27:32.984Z,10,8,6,0,2022
3buwotWsPrxyYKESe,Nuanced and Extreme Countersignaling,nuanced-and-extreme-countersignaling,https://www.lesswrong.com/posts/3buwotWsPrxyYKESe/nuanced-and-extreme-countersignaling,2022-01-24T06:47:49.410Z,29,15,9,0,2022
c3eyHvK7zCYbBfEce,Words are Imprecise Telepathy,words-are-imprecise-telepathy,https://www.lesswrong.com/posts/c3eyHvK7zCYbBfEce/words-are-imprecise-telepathy,2022-01-24T01:45:58.996Z,11,5,2,0,2022
sNb6h4AsXqh2EjpDD,NFTs, Coin Collecting, and Expensive Paintings,nfts-coin-collecting-and-expensive-paintings,https://www.lesswrong.com/posts/sNb6h4AsXqh2EjpDD/nfts-coin-collecting-and-expensive-paintings,2022-01-24T01:01:48.117Z,29,25,35,0,2022
aahEecmDWcSGyz5qF,You have to create your own personal finance system,you-have-to-create-your-own-personal-finance-system,https://www.lesswrong.com/posts/aahEecmDWcSGyz5qF/you-have-to-create-your-own-personal-finance-system,2022-01-23T18:53:48.014Z,3,10,0,0,2022
SoqQ3ShW2xmdpjeZ7,Why rationalists should care (more) about free software,why-rationalists-should-care-more-about-free-software,https://www.lesswrong.com/posts/SoqQ3ShW2xmdpjeZ7/why-rationalists-should-care-more-about-free-software,2022-01-23T17:31:34.116Z,66,47,42,0,2022
Cef4HmGw8uKfzZ2oM,Excessive Nuance and Derailing Conversations,excessive-nuance-and-derailing-conversations,https://www.lesswrong.com/posts/Cef4HmGw8uKfzZ2oM/excessive-nuance-and-derailing-conversations,2022-01-23T10:42:11.298Z,42,24,13,0,2022
MubpeuMJvCSgKBkGc,Is AI Alignment a pseudoscience?,is-ai-alignment-a-pseudoscience,https://www.lesswrong.com/posts/MubpeuMJvCSgKBkGc/is-ai-alignment-a-pseudoscience,2022-01-23T10:32:08.826Z,21,41,41,0,2022
kesTyochzba2phEZF,CICO is a weird reference class,cico-is-a-weird-reference-class,https://www.lesswrong.com/posts/kesTyochzba2phEZF/cico-is-a-weird-reference-class,2022-01-23T07:00:11.825Z,42,28,5,0,2022
zpg2C9fmzcGqqhZpE,Hyperpalatable Food Hypothesis: A LessWrong Study?,hyperpalatable-food-hypothesis-a-lesswrong-study,https://www.lesswrong.com/posts/zpg2C9fmzcGqqhZpE/hyperpalatable-food-hypothesis-a-lesswrong-study,2022-01-23T05:43:31.428Z,23,13,33,0,2022
bterK9J9ssvuJanxM,Working through D&D.Sci, problem 3,working-through-d-and-d-sci-problem-3,https://www.lesswrong.com/posts/bterK9J9ssvuJanxM/working-through-d-and-d-sci-problem-3,2022-01-23T02:49:52.564Z,6,3,0,0,2022
n6TeweFyzqDzP3HeE,5x5 Go Board,5x5-go-board,https://www.lesswrong.com/posts/n6TeweFyzqDzP3HeE/5x5-go-board,2022-01-23T02:20:05.275Z,27,13,2,0,2022
LdFbx9oqtKAAwtKF3,List of Probability Calibration Exercises,list-of-probability-calibration-exercises,https://www.lesswrong.com/posts/LdFbx9oqtKAAwtKF3/list-of-probability-calibration-exercises,2022-01-23T02:12:41.798Z,65,46,12,0,2022
cTCxMjjTcR525o4X6,Descriptive vs. prescriptive optimism,descriptive-vs-prescriptive-optimism,https://www.lesswrong.com/posts/cTCxMjjTcR525o4X6/descriptive-vs-prescriptive-optimism,2022-01-22T19:50:43.887Z,18,8,1,0,2022
ydeaHqDPJ5REJWvat,A one-question Turing test for GPT-3,a-one-question-turing-test-for-gpt-3,https://www.lesswrong.com/posts/ydeaHqDPJ5REJWvat/a-one-question-turing-test-for-gpt-3,2022-01-22T18:17:56.463Z,84,49,25,0,2022
FDCJ2BfAT9qJGrpFa,What’s wrong with Pomodoro,what-s-wrong-with-pomodoro,https://www.lesswrong.com/posts/FDCJ2BfAT9qJGrpFa/what-s-wrong-with-pomodoro,2022-01-22T16:54:45.164Z,13,9,13,0,2022
McN9BNtNcbYNfdCB5,Postmortem on DIY Recombinant Covid Vaccine,postmortem-on-diy-recombinant-covid-vaccine,https://www.lesswrong.com/posts/McN9BNtNcbYNfdCB5/postmortem-on-diy-recombinant-covid-vaccine,2022-01-22T14:12:58.030Z,179,91,27,23.399999618530273,2022
Nx6orWyRaHGN86aSn,There is a line in the sand, just not where you think it is,there-is-a-line-in-the-sand-just-not-where-you-think-it-is,https://www.lesswrong.com/posts/Nx6orWyRaHGN86aSn/there-is-a-line-in-the-sand-just-not-where-you-think-it-is,2022-01-22T10:33:37.607Z,46,29,3,0,2022
BfP42fcnuMovbu5fe,Grandpa Has Different Rules,grandpa-has-different-rules,https://www.lesswrong.com/posts/BfP42fcnuMovbu5fe/grandpa-has-different-rules,2022-01-22T03:30:04.749Z,43,19,9,0,2022
W22Btd7NmGuucFejc,Instrumental Convergence For Realistic Agent Objectives,instrumental-convergence-for-realistic-agent-objectives,https://www.lesswrong.com/posts/W22Btd7NmGuucFejc/instrumental-convergence-for-realistic-agent-objectives,2022-01-22T00:41:36.649Z,35,10,9,0,2022
2CFBi4MNFNQXdbkss,Alignment Problems All the Way Down,alignment-problems-all-the-way-down,https://www.lesswrong.com/posts/2CFBi4MNFNQXdbkss/alignment-problems-all-the-way-down,2022-01-22T00:19:23.506Z,26,13,7,0,2022
ny63WGNKvT2qppctE,Consume fiction wisely,consume-fiction-wisely,https://www.lesswrong.com/posts/ny63WGNKvT2qppctE/consume-fiction-wisely,2022-01-21T20:23:50.873Z,-9,58,56,0,2022
tA6apD3nvAH3eZotn,Meetup in SF, Feb 26: Progress Studies + Effective Altruism,meetup-in-sf-feb-26-progress-studies-effective-altruism,https://www.lesswrong.com/events/tA6apD3nvAH3eZotn/meetup-in-sf-feb-26-progress-studies-effective-altruism,2022-01-21T19:46:34.078Z,7,1,0,0,2022
RDzXM2BBmfuCtc96Z,The Structure of the Guild of the Rose,the-structure-of-the-guild-of-the-rose,https://www.lesswrong.com/posts/RDzXM2BBmfuCtc96Z/the-structure-of-the-guild-of-the-rose,2022-01-21T19:40:56.317Z,41,14,1,0,2022
